datasetID,forestRemnantID,decimalLatitude,decimalLongitude,richnessAll,richnessForest,forestRemnantAreaInHectares,matrixType,treeCover50m,treeCover100m,treeCover150m,treeCover200m,treeCover250m,treeCover300m,treeCover350m,treeCover400m,treeCover450m,treeCover500m,treeCover550m,treeCover600m,treeCover650m,treeCover700m,treeCover750m,treeCover800m,treeCover850m,treeCover900m,treeCover950m,treeCover1000m,treeCover1050m,treeCover1100m,treeCover1150m,treeCover1200m,treeCover1250m,treeCover1300m,treeCover1350m,treeCover1400m,treeCover1450m,treeCover1500m,treeCover1550m,treeCover1600m,treeCover1650m,treeCover1700m,treeCover1750m,treeCover1800m,treeCover1850m,treeCover1900m,treeCover1950m,treeCover2000m,elevationInMeters,speciesPool,timeSinceIsolationInYears,firstYearSurvey
Boesing2018MG,P27c,-21.800277,-46.664632,23,23,26.21,terrestrial,100,95.65217391,87.87878788,80.48780488,75.09881423,71.58774373,72.21052632,72.46376812,71.96969697,70.83333333,70.68516912,69.20289855,68.38189709,67.29934924,66.43159379,65.53578817,64.89675516,64.44078947,63.67647059,62.54019293,61.5309842,60.4198895,59.25101215,58.43621399,57.28288908,56.32055971,55.44715447,54.46170769,53.25140809,52.1875,51.4848144,50.86979441,50.22319214,49.41882265,48.56007067,47.96157059,47.43843535,46.79732673,46.09731735,45.38294405,1427.518555,473,NA,2014
Boesing2018MG,P27d,-21.80394,-46.667343,27,27,26.21,terrestrial,100,100,95.74468085,90.53254438,90.47619048,90.02849003,89.87603306,88.5483871,86.28205128,84.33609959,83.84013901,81.87092096,78.31775701,75.41599571,74.00094029,72.59475219,71.1241734,68.77262257,66.29080119,63.69698586,61.76470588,60.82246297,60.198904,59.5610119,58.36341757,57.31357553,56.52109767,55.34167469,54.14364641,53.21342926,52.06574356,50.81206497,49.76157361,48.7804878,48.06112534,47.51630707,46.87969627,46.20006008,45.71489787,45.0959127,1430.784424,473,NA,2014
Boesing2018MG,P28a,-21.729406,-46.469922,40,39,19.73,terrestrial,91.66666667,86.95652174,76.34408602,61.58536585,52.77777778,47.35376045,44.32989691,40,37.93103448,34.92723493,32.67241379,31.27721335,29.375,27.89445342,27.06766917,27.06860707,26.5590609,26.34178466,26.45580845,26.52788898,26.95947586,27.1501216,27.52181855,27.72701846,27.77300086,27.95664648,28.3099631,28.78162816,29.22919071,30.01199041,30.91994145,31.71940928,32.17088922,32.57207039,32.8975265,33.06013214,33.40716715,33.93916635,34.24579413,34.54705723,963.0239868,472,NA,2014
Boesing2018MG,P28b,-21.717123,-46.482764,27,26,20.18,terrestrial,100,93.47826087,93.5483871,79.01234568,63.49206349,52.66106443,43.09278351,35.79454254,29.32996207,24.63617464,21.30434783,18.30065359,16.58354115,15.20215633,15.23272214,15.58603491,16.66055046,17.76315789,19.1401649,20.2085004,20.64688716,20.89222615,20.87132725,20.72897196,20.63628547,20.9502551,21.12488928,21.26547455,21.52368758,21.54252129,21.83106512,22.32764073,22.73314132,22.84616106,22.85259809,22.95850067,23.06107898,23.50026278,24.00997151,24.64072668,906.6131592,472,NA,2014
Boesing2018MG,P28c,-21.74299,-46.473421,25,25,213.49,terrestrial,100,100,93.47826087,87.65432099,83.39920949,80.16759777,74.11273486,70.70063694,67.22151088,64.69979296,61.63793103,57.9868709,53.3125,49.2714517,46.08120869,43.48365743,41.86303387,40.55737705,39.74586288,39.13043478,38.47646773,37.85999114,37.27918782,37.34625419,38.08129521,38.48234171,38.80354505,38.78588106,38.27413771,37.53894081,37.12487355,36.53927365,35.67879149,35.0182533,34.59803661,34.42486008,34.22531866,33.7785114,33.33808743,32.80233189,1046.337402,472,NA,2014
Boesing2018MG,P28d,-21.728404,-46.485011,29,28,213.49,terrestrial,100,100,95.69892473,85.88957055,81.34920635,76.04456825,73.16561845,70.57877814,67.63590392,65.3125,61.57849089,57.43292241,56.23441397,55.28017241,54.25082198,52.79503106,52.30542235,52.26973684,51.77200236,51.26971398,50.27960126,49.6577611,49.15804423,48.42380153,48.32387829,48.14696994,47.42679681,47.09845985,46.55636783,46.27653196,45.58542346,45.26093832,45.06902374,44.6846341,44.41400035,43.85232208,43.22141273,42.86679682,42.38750624,41.71583588,1218.508911,472,NA,2014
Boesing2018MG,P30a,-21.69726,-46.627983,21,21,75.9,terrestrial,100,97.5,68.8172043,57.3964497,48.60557769,42.25352113,40.6185567,37.83783784,36.99870634,34.02489627,33.02047782,31.76815847,31.73316708,30.95875736,30.62088429,30.81395349,31.43591627,31.77631579,32.1958457,32.35372696,31.94377121,32.29813665,32.1703854,31.7776125,31.37794598,31.13057325,31.18358914,31.36526287,31.74460432,31.85087509,31.84677601,31.88972219,31.79696037,31.76932424,31.86317836,31.68548724,31.5906035,31.70859932,31.26249643,30.7801803,1406.060181,472,NA,2014
Boesing2018MG,P30b,-21.70397,-46.615919,22,21,68.76,terrestrial,100,89.13043478,74.19354839,65.85365854,60.31746032,51.42045455,44.53608247,41.19547658,40.5370844,41.53686397,43.70689655,43.904209,42.09868832,41.35702746,40.38551951,38.58627859,37.12816746,35.81303489,34.97930219,35.02267271,35.06430478,35.04880213,35.62005277,36.65175242,37.38607051,37.14923469,36.57564576,35.84983498,35.49711353,35.35898358,35.29610069,35.10514636,34.71435668,34.20683201,33.84574609,33.59538346,33.54695783,33.51611207,33.22875071,32.76131045,1282.818848,472,NA,2014
Boesing2018MG,P30c,-21.704452,-46.601962,12,12,2.33,terrestrial,66.66666667,40.47619048,28.57142857,23.92638037,22.92490119,20.16806723,19.58333333,20.61191626,19.71830986,19.27083333,20.2247191,21.31386861,21.83622829,22.24017232,23.22519981,24.18219462,24.64088398,25.32938076,25.70162482,26.56836461,26.53556689,26.88815061,27.1659919,27.43891065,27.67273977,27.54338481,27.56684887,27.71432503,27.5711721,27.5862069,27.79901079,28.12796959,28.71316599,29.32696808,29.86657241,30.73386827,31.67062549,32.6446281,33.78966132,34.41254327,1070.060669,472,NA,2014
Boesing2018MG,P30d,-21.692802,-46.601451,31,30,78.63,terrestrial,100,100,100,98.08917197,92.09486166,85.28610354,80.46218487,76.36655949,75.2851711,72.45322245,69.15725456,65.2394775,62.67912773,61.46341463,58.45501649,55.91397849,53.63602805,51.92370931,49.95581738,47.20812183,44.49842118,42.43093923,40.92201462,39.68966162,38.53826311,37.4005727,36.61638568,36.11492989,35.68501921,35.35692861,34.81148002,34.41257119,34.05185259,33.86779184,33.81625442,34.09052948,34.5955795,35.01276468,35.2115686,35.34757545,1168.195313,470,NA,2014
Boesing2018SP,148a,-23.234507,-46.340861,12,12,6.32,terrestrial,100,100,74.74747475,62.20930233,50.57034221,41.14441417,34.12698413,29.23794712,26.19926199,24.44668008,23.85702411,24.63054187,24.92510485,25.70093458,26.82044324,27.8708134,28.97064025,30.3193171,31.03054525,32.49486653,33.99672208,34.64902923,35.79112067,37.3204023,38.8428382,40.21772462,41.18316268,41.90942797,42.35802469,43.01721151,43.98443412,45.15012723,46.34053124,47.46007399,48.50110714,49.44851461,50.30885381,51.22533073,51.98159214,52.3573201,984.7321777,546,NA,2014
Boesing2018SP,148b,-23.226859,-46.347588,24,24,104.49,terrestrial,100,100,100,96.42857143,89.88326848,85.25469169,79.92047714,76.47975078,72.71604938,68.00804829,62.98433636,59.41011236,57.41626794,56.46753247,56.15942029,55.10774142,54.0368272,52.78128951,51.42612664,50.06435006,49.00816803,48.64864865,48.4445314,48.4288023,48.07692308,47.57013644,47.07639778,46.73107464,46.36947394,46.06663582,45.89471404,45.778726,45.76287379,45.71041949,45.48241506,44.97141477,44.56803291,44.41793203,44.38796538,44.45460483,996.2762451,546,NA,2014
Boesing2018SP,148c,-23.252134,-46.348455,26,25,7.52,terrestrial,100,95.65217391,86.45833333,78.03468208,71.58671587,67.37967914,65.92741935,63.70597243,61.21437423,58.70445344,59.51585977,60.69686411,60.86434574,60.32325339,60.96014493,60.8488695,59.98583569,59.58730159,59.46636389,59.01935484,59.42776735,60.35439795,60.61550448,60.3057554,59.61155378,59.01211842,58.79347055,58.44138661,57.89929482,57.57645701,56.74303004,56.04920699,55.33116386,54.74196163,54.36578925,54.175399,54.01860607,53.85504733,53.9248678,53.96337475,1043.049072,546,NA,2014
Boesing2018SP,148d,-23.247073,-46.33338,31,30,554.69,terrestrial,100,100,95,86.04651163,82.55813953,84.75935829,85.45454545,85.98130841,85.92592593,86.35458167,85.61928512,85.24244554,85.14080288,85.06224066,85.22212149,84.4150641,83.68141593,83.32806074,83.22910745,82.95571576,82.54783014,82.10324232,81.72926448,81.48015089,81.11772487,81.03342533,80.78565329,80.27777778,79.96543637,79.38561035,78.92225957,78.56126803,77.7735235,76.95013076,76.14303959,75.26933591,74.4911184,73.56047454,72.6717033,71.8672416,1170.008911,546,NA,2014
Boesing2018SP,215a,-23.132461,-46.409023,12,12,2.71,terrestrial,100,61.70212766,41.41414141,39.30635838,34.35114504,26.77595628,22.98387097,22.2734255,24.17982989,25.20080321,24.85453034,24.8416608,25.53956835,25.49325026,24.28765265,25.11961722,26.68089648,29.11111111,31.36027319,32.95658875,34.07546285,35.56503198,37.52444271,39.40533763,40.54009278,41.42900951,42.30440967,42.98792623,43.34403556,43.28099746,42.78144263,42.46310433,42.09166587,41.64188519,41.29103589,40.98743557,41.09526352,41.3912792,41.64663874,41.73032974,841.6585083,542,NA,2014
Boesing2018SP,215b,-23.126614,-46.423922,6,6,2.09,terrestrial,100,93.61702128,81,75.90361446,77.43190661,74.4,71.7693837,70.20280811,67.44759556,64.41351889,61.40495868,58.41514727,55.69544365,53.00518135,51.5041021,50.62224006,49.48636203,47.56483238,46.25035643,45.80761317,45.47574627,44.63829787,44.08602151,43.92523364,43.67968233,43.57361963,43.36509743,43.22000265,43.35966428,43.25855689,43.13427983,42.73373984,42.32019893,42.02074876,41.6546089,41.53264715,41.21724558,40.95479204,40.62371205,40.38800705,835.2719116,532,NA,2014
Boesing2018SP,215c,-23.117966,-46.421527,19,19,165.5,terrestrial,100,93.61702128,85,79.39393939,73.15175097,70.93333333,67.86427146,66.35514019,64.98150432,62.20238095,57.43801653,54.41696113,51.91846523,51.05615662,50.02277904,48.43499197,46.76106195,45.60126582,45.23945268,45.10561566,44.86373166,43.89621438,42.79569892,42.06078044,41.76314919,41.6347186,41.5301325,41.4317851,41.48450043,42.01272412,42.36186349,42.79329609,42.87216751,43.05693404,42.80970626,42.46200852,41.70284061,40.99226152,40.35979127,39.61500816,966.6011353,532,NA,2014
Boesing2018SP,215d,-23.126446,-46.414982,16,16,165.5,terrestrial,100,46.80851064,24.46808511,19.07514451,18.6770428,23.73333333,29.09090909,33.69230769,37.56157635,40.14084507,43.66666667,45.71026723,46.97060588,47.61410788,49.14027149,51.01634117,53.07637907,54.42716598,55.57768924,56.60912136,56.6658884,56.10328638,55.12670565,54.08511402,52.64291632,51.42463235,50.33442436,49.09331568,47.94960474,47.22863741,46.07630609,45.11377489,44.53379284,43.75788146,43.13808956,42.55456229,42.15462031,41.51543634,40.86412969,40.25863758,898.5489502,532,NA,2014
Boesing2018SP,220a,-23.122991,-46.214796,30,29,89.75,terrestrial,100,100,97.97979798,94.79768786,87.54863813,83.24468085,81.08651911,79.38461538,78.61557478,77.21393035,74.95826377,73.30508475,71.82254197,69.55624355,66.39492754,63.23175621,60.73576229,58.21417223,55.11654349,52.35763978,50.17478443,49.11419424,49.13000978,49.75749955,50.01652893,50.21478981,50.3992016,50.6749603,50.89362751,51.46617409,52.01691607,52.94953802,53.88591118,54.75997478,55.27638191,55.78422703,55.58182095,55.32623651,55.09068425,55.0466497,853.4516602,540,NA,2014
Boesing2018SP,220b,-23.147447,-46.218778,12,12,1.91,terrestrial,93.75,70.45454545,59.375,49.41860465,46.86346863,42.73972603,40.84507042,38.53211009,36.67481663,37.11967546,38.55120733,38.21081831,36.9212267,35.90411673,33.65036232,31.36165145,29.55192034,29.202415,29.77272727,30.29290853,30.52557485,31.14053823,31.10029211,31.38450502,31.72230526,31.84605949,31.88014769,31.93911317,31.92331478,31.75995384,31.92986254,32.11960944,32.19073152,31.91067891,31.81972789,31.56494397,31.84417169,32.05461638,32.01648918,31.77447838,784.9945679,541,NA,2014
Boesing2018SP,220c,-23.134973,-46.227341,17,17,13.69,terrestrial,66.66666667,53.19148936,52.04081633,54.49101796,59.16030534,61.68478261,59.44333996,53.88198758,48.10744811,44.10876133,40.26622296,37.5791696,36.48891552,36.42968345,37.74864376,38.9066241,39.79374111,40.62598799,40.6910337,40.79589217,41.4656989,42.44680851,43.11962471,43.89148401,44.09279205,44.26732066,43.962452,43.72019078,43.53783484,43.1712963,43.10121107,43.20472361,43.10559006,42.75277352,42.69194796,42.90774432,43.18181818,43.50874657,43.83674591,44.22612442,955.2860718,541,NA,2014
Boesing2018SP,220d,-23.139,-46.224741,27,27,19.94,terrestrial,100,100,91.83673469,81.43712575,77.09923664,73.51351351,71.51394422,67.49611198,62.51526252,58.89447236,55.07487521,52.21674877,49.73037747,47.97717842,46.83544304,45.07379338,44.15630551,43.19115324,42.67770482,42.79475983,43.06791569,43.59574468,44.12512219,44.4026509,44.37634587,44.39503144,44.40335656,44.17894597,43.76310919,43.47222222,43.23710671,42.63613232,42.40947741,42.02597871,41.52708103,41.06898495,40.86817211,40.6997759,40.62693339,40.38122593,905.8429565,541,NA,2014
Boesing2018SP,263a,-23.076522,-46.348419,13,13,8.82,terrestrial,100,63.04347826,40,30.81395349,25.96899225,23.2,19.7979798,19.31464174,18.41779975,17.79324056,17.90174854,17.8245614,16.82634731,15.92323651,15.61792666,16.23246493,16.77876106,16.85641999,16.76168757,16.2071631,15.82013048,16.16485159,16.46460696,16.9872371,17.38842975,18.01318412,18.40866961,18.94931851,19.26922602,19.68822171,19.85254256,20.09754115,19.98470802,19.9639152,19.67464441,19.3550981,19.10352188,18.84990958,18.79936809,18.76182399,879.348999,537,NA,2014
Boesing2018SP,263b,-23.068372,-46.354735,5,5,3.24,terrestrial,91.66666667,61.70212766,35.71428571,22.61904762,14.4486692,10.29810298,7.569721116,5.909797823,4.938271605,4.024144869,3.550784476,4.075895994,4.67345716,5.347871236,6.502955889,7.413312077,7.292035398,7.081884287,6.849315068,6.522855675,6.422878575,6.510638298,6.490713587,6.265709156,6.292432522,6.411042945,6.740614334,7.431447874,7.949635847,8.472222222,8.886486486,9.214009367,9.456490591,9.625620207,9.776417581,9.831709477,9.911625781,10.10772901,10.13058419,10.24937981,873.0741577,537,NA,2014
Boesing2018SP,263c,-23.067075,-46.329565,12,12,7.53,terrestrial,100,97.72727273,68.75,54.65116279,47.81021898,40.55555556,36.36363636,31.07692308,26.48845687,23.68421053,21.23230641,20.37552156,19.65144231,19.104633,18.75,18.47437426,18.37683232,18.50206284,18.70564859,18.9085319,18.89357712,18.38565022,18.31644583,18.69729051,18.78425511,18.52305807,18.14567656,17.84672501,17.63177431,17.33410271,17.28128042,17.30220228,17.38797396,17.44374437,17.62208068,17.76846179,17.84434789,18.28166775,18.8199739,19.37847563,838.6033936,537,NA,2014
Boesing2018SP,263d,-23.07844,-46.334161,18,18,32.49,terrestrial,100,80.85106383,62,52.3255814,50,47.2,45.16129032,44.46153846,41.43033292,38.28514457,37.35440932,36.82361209,36.63069544,36.67012448,36.63949275,36.88426111,36.42477876,35.41139241,34.96304719,35.32440783,36.60130719,37.59334329,37.70043019,37.51795977,37.47720869,37.46552253,37.13350413,36.62829165,36.24799308,35.87847984,35.63455077,35.09805914,34.45008136,33.62193362,33.18007663,32.59628528,31.93322153,31.33680556,30.88124184,30.43052198,967.244873,537,NA,2014
Boesing2018SP,266a,-23.053978,-46.214334,15,15,3.44,terrestrial,75,67.39130435,50.52631579,38.15028902,29.27756654,25.20547945,22.53521127,22.93577982,25.61881188,27.53036437,29.83333333,30.61934586,31.33253301,32.89885297,33.60507246,34.63065925,35.98726115,37.2735939,38.45498438,39.51156812,40.66448292,41.23425155,41.9329696,42.38720115,42.75518672,43.15499004,43.90347764,44.27966102,44.13656606,43.98153491,43.84939955,44.04313765,44.47741194,44.65459786,44.80646533,44.90404773,44.70534421,44.1563132,43.83627498,43.52148604,880.7783203,540,NA,2014
Boesing2018SP,266b,-23.060566,-46.223643,12,12,2.8,terrestrial,81.25,60.86956522,52.12765957,36.99421965,31.51750973,27.46666667,24.39516129,21.13323124,20.17220172,20.89552239,23,22.38493724,21.40709561,20.09394572,20,20.64128257,20.93517535,21.51015228,23.15340909,24.43240454,25.43163789,25.78441836,26.33528265,26.96245734,27.79250912,28.53639847,28.68316268,29.08777969,29.58286917,30.37404756,31.03336222,32.08409506,32.71734967,33.30331412,34.01464827,35.07882883,36.0585723,36.8337426,37.44075829,37.92990715,872.697937,540,NA,2014
Boesing2018SP,266c,-23.064384,-46.240824,31,31,271.95,terrestrial,100,88.0952381,84.21052632,77.90697674,68.0608365,67.03296703,68.5483871,68.70229008,66.66666667,65.16064257,64.94587843,63.99162596,63.82211538,61.8599791,59.93662291,58.48605578,57.26465364,55.77777778,55.14496873,54.19984588,53.47531009,52.64618011,51.39294759,50.43026174,49.5526839,49.27980386,49.21719328,49.41629079,49.75869323,50.27700831,50.98420939,51.65751474,52.0819374,52.26596991,52.27234043,52.10246496,51.99390011,51.83419988,51.77553403,51.67004379,1086.690552,540,NA,2014
Boesing2018SP,266d,-23.075528,-46.218515,24,24,40.88,terrestrial,100,100,100,95.20958084,86.25954198,82.38482385,79.6812749,77.20930233,75.7020757,73.23943662,69.30116473,65.4468684,61.89334931,60.06224066,60.24423338,60.23952096,59.67341143,59.16561315,58.15015701,56.78314491,55.94847775,55.2670781,55.18185373,55.62724014,56.26967037,56.59306961,57.04736168,57.06702057,57.09351098,56.81213103,56.31015464,55.83715013,55.61287857,55.75500631,55.57918013,55.33285036,55.37757437,55.33868286,55.29662473,55.47359488,909.109314,540,NA,2014
Boesing2018SP,282a,-23.026392,-46.51493,13,13,35.21,terrestrial,100,91.30434783,66.98113208,53.04878049,48.64864865,43.5828877,42.54473161,42.83464567,43.45679012,41.76587302,39.86655546,37.27015559,35.73573574,34.81175864,33.87755102,32.66613291,31.47100424,30.60195399,29.64652223,29.48916409,29.78773035,30.23652248,30.84752398,30.74712644,30.21987105,29.5137291,28.97476116,29.14240339,29.04697325,28.87372803,28.46770698,28.15671945,27.93584113,27.38686659,26.93290191,26.57443899,26.13870451,25.64993845,25.55601318,26.00978793,939.1659546,531,NA,2014
Boesing2018SP,282b,-23.031375,-46.49008,13,12,13.87,terrestrial,100,100,86,71.08433735,55.25291829,41.33333333,33.73015873,28.90625,27.07045735,23.92821535,22.23140496,20.19635344,19.29298981,20.61266874,21.80656934,23.62615323,26.30088496,28.31858407,29.86309184,30.28042192,29.92768836,29.71076138,28.96228259,28.40459935,27.8550149,27.53067485,27.17963305,26.68078348,26.40997162,26.29265471,26.05442914,25.93984962,26.03957557,25.87980509,25.60851064,25.26730445,25.08379037,25.07773519,25.11503331,25.08817766,867.295105,532,NA,2014
Boesing2018SP,282c,-23.040601,-46.495779,14,13,6.33,terrestrial,83.33333333,86.95652174,68.08510638,55.23255814,48.10606061,43.04812834,38.70967742,35.17665131,32.8817734,31.62650602,29.09393184,26.55485674,25.40540541,24.56964006,24.50271248,24.97008377,25.72540694,26.03869331,25.68911623,25.48362136,25.07029053,24.34393002,24.0600039,23.7966954,23.69903878,23.5059761,23.61980649,23.40397351,23.31394629,23.63531448,24.01515152,24.42344814,24.88038278,25.32420749,25.55565017,25.86776194,26.20500305,26.47504875,26.69962917,26.9705479,823.9896851,532,NA,2014
Boesing2018SP,282d,-23.021367,-46.48933,5,5,4.2,terrestrial,75,70.21276596,52.52525253,42.19653179,39.01515152,40.48257373,37.6984127,33.54037267,29.18719212,27.36418511,27.87021631,26.6338721,25.46434991,24.83116883,24.18478261,24.48165869,24.91153574,25.26082833,25.76319544,25.81060216,25.544369,25.36139456,25.54315913,26.14942529,26.63241631,26.72387374,26.64674918,26.80344143,26.50364332,26.33649618,26.08178278,25.98801179,25.93406593,25.69469506,25.370465,25.00201304,24.56140351,24.02198279,23.54193859,23.15177638,807.8272705,532,NA,2014
Boesing2018SP,291a,-23.076062,-46.166196,27,27,122.27,terrestrial,100,91.30434783,84.15841584,82.08092486,78.29457364,73.40425532,70.50505051,67.91277259,65.80246914,64.07960199,62.35392321,60.66384181,59.08818236,57.0324575,54.89130435,52.0240481,47.64768306,44.90506329,43.51904491,42.63985563,42.06848358,41.83215887,41.76470588,41.82536831,41.85393258,41.8404908,40.55864329,39.41238751,38.60751694,38.64896074,38.86600173,39.49212798,40.2259238,41.08415261,41.84342789,42.50221114,42.75257339,42.80023178,42.91111416,43.03888309,763.2504272,547,NA,2014
Boesing2018SP,291b,-23.062984,-46.169567,43,42,11.57,terrestrial,100,100,84.84848485,65.11627907,57.63358779,51.09289617,46.16935484,45.1863354,44.45812808,42.65593561,43.47464672,43.5302391,42.74580336,40.96573209,40.22624434,40.27113238,41.32436261,42.48262792,43.5029855,45.01797637,45.30554905,46.07675906,47.55668491,48.88609414,50.16578249,51.34140733,52.18380993,53.13990461,53.51191211,53.96697078,54.34594595,54.53250585,54.61678308,54.64140731,54.70412942,54.86390723,54.90809244,54.92153034,54.96256611,54.92194134,919.3180542,547,NA,2014
Boesing2018SP,291c,-23.053508,-46.167774,28,28,851.88,terrestrial,100,100,89.8989899,85.02994012,85.60311284,86.66666667,85.08946322,83.77535101,81.01109741,78.80597015,78.45257903,77.55960729,76.72052663,75.67427386,74.41016334,72.8256513,71.04890149,69.45937401,68.16885339,67.52444673,67.55306741,67.81535843,67.56651017,67.37958303,67.31343284,66.8609109,66.16872955,65.67460317,65.74919773,65.80316873,65.85048754,65.70121951,65.46913816,65.09655297,64.79101047,64.31672026,64.03783083,63.6343915,63.46589738,63.40539481,1132.415649,547,NA,2014
Boesing2018SP,291d,-23.067822,-46.15985,31,31,122.27,terrestrial,100,86.95652174,75.78947368,71.0982659,68.82129278,61.91780822,58.14889336,55.96330275,55.1980198,54.95951417,54,52.29805014,51.83183183,51.72054223,50.49818841,49.16600477,48.15864023,46.72808132,45.96590909,45.82154796,46.06925597,46.49871904,47.51607247,48.20273185,48.78818061,48.78908645,49.32576295,49.96027542,50.58750773,50.88852989,51.12554113,51.25127162,51.2444955,51.00423309,50.81771721,50.7941627,50.85766562,50.8811209,50.9478022,51.15442475,925.1256714,547,NA,2014
Boesing2018SP,317a,-23.005108,-46.031863,42,41,137.89,terrestrial,100,100,96.22641509,83.53658537,71.59533074,69.97319035,70.95516569,70.01569859,66.83107275,64.12289395,62.7694859,61.3700565,60.85387853,60.22668727,59.59872321,59.82428115,59.97880608,58.81425418,57.07331042,55.20887055,53.84974335,53.07774228,52.74294671,52.26293103,51.51214675,50.49854272,49.27949779,48.25350622,47.58909853,47.21258385,47.16019944,47.49340369,47.77629319,48.06684734,48.30494037,48.40733591,48.44261671,48.35228507,48.51457976,48.49275741,731.5192871,542,NA,2014
Boesing2018SP,317b,-22.990606,-46.026801,33,32,547.9,terrestrial,100,93.61702128,84.04255319,74.41860465,66.79389313,63.01369863,59.07258065,57.40458015,56.16605617,54.36308927,53.99334443,54.3554007,54.80769231,54.87741262,54.32322318,53.90749601,53.57142857,52.93557601,52.34308435,51.92802057,51.69670021,51.27055306,51.0816605,51.15902965,51.15970842,51.24233129,51.47289028,51.38428931,51.31123206,51.50080813,51.91434134,52.53306205,52.9181018,53.45402144,53.97446809,54.71895635,55.34883721,55.94945848,56.37749845,56.65250082,742.6986084,542,NA,2014
Boesing2018SP,317c,-22.988328,-46.018391,20,20,547.9,terrestrial,100,100,98,91.90751445,85.27131783,80.21390374,79.03225806,78.18740399,77.37948084,77.16849452,76.93588676,75.28089888,73.81665668,73.0529595,71.5903942,69.7236684,67.8470255,67.08860759,66.42024453,65.57672503,64.78413069,63.85747813,62.40469208,59.94971264,57.97845899,56.4770811,55.11598122,54.21463544,53.82716049,53.57431574,53.52265337,54.02053472,54.28790199,54.36368549,54.29155313,54.5089214,54.70834922,54.82494213,55.07246377,55.45246651,749.3803711,542,NA,2014
Boesing2018SP,317d,-22.990172,-46.054657,29,29,536.04,terrestrial,100,85.10638298,73.46938776,70.05988024,72.51908397,73.71273713,73.55864811,71.11801242,68.98656899,65.55891239,64.05990017,63.38028169,62.85200719,61.67012448,61.34719711,62.41021548,63.36176262,64.31731985,64.6101114,64.84334874,65.05854801,65.39689296,65.52600704,66.07977003,65.84961908,65.55742984,65.62366662,65.88500265,65.90965194,65.8912037,65.62128258,65.33998371,65.2369125,65.37975825,65.45949163,65.52612511,65.49961861,65.67131805,66.10099622,66.49477807,801.8092041,542,NA,2014
Boesing2018SP,329a,-22.946193,-46.447086,7,7,1.83,terrestrial,87.5,71.11111111,48.95833333,39.53488372,31.43939394,27.94520548,25.95573441,25.0764526,23.59413203,23.20162107,22.23147377,21.875,21.45432692,20.36458333,19.38405797,18.57880111,18.37895485,18.55146125,18.46590909,18.03699897,17.75854001,17.61691224,17.35150925,17.27795757,17.04035874,17.52261229,17.97019163,18.16015884,18.2414049,18.47663012,18.77232868,18.90764849,19.02527767,19.2290372,19.22095594,19.29371926,19.2284233,19.1649209,19.24292388,19.14601452,814.3017578,530,NA,2014
Boesing2018SP,329b,-22.946142,-46.475158,14,13,28.83,terrestrial,100,91.30434783,67,52.90697674,42.63565891,36.8,33.06451613,33.80062305,35.22867738,34.46215139,34.72106578,35.46348315,34.73053892,34.6473029,33.62029905,32.2244489,31.75221239,31.35083834,31.0139165,30.52550232,30.21683376,29.8548869,29.36228482,28.53548967,28.34242274,28.07851557,27.80946948,27.59031362,27.64408244,27.852194,27.86511981,28.03007213,28.4308104,28.72090925,29.06055702,29.49501447,30.04268943,30.3825848,30.60383321,30.57732497,894.2537231,530,NA,2014
Boesing2018SP,329c,-22.960502,-46.477117,9,9,31.4,terrestrial,83.33333333,76.08695652,71.27659574,65.31791908,55.64202335,45.33333333,37.42454728,31.90184049,28.85326757,25.89641434,24.75,24.51117318,25.030012,26.03025561,26.59430122,27.11253504,27.5106082,27.9771356,29.00199033,29.24941965,28.93507707,28.38847385,27.89473684,27.2906935,26.68986083,26.04230533,25.68624662,25.43360254,25.53823311,25.61792562,25.73688773,25.7694261,25.66998469,25.48631124,25.40223036,25.36809076,25.18682324,25.12293896,25.04979738,24.88897597,953.1781006,530,NA,2014
Boesing2018SP,329d,-22.945779,-46.465213,10,10,60.89,terrestrial,100,100,91.66666667,75,61.39705882,58.93854749,57.14285714,56.35528331,54.96277916,53.34685598,50.7089241,48.40277778,46.06606607,44.21875,44.4545043,44.14450179,43.62606232,42.63492063,40.88586031,39.32325045,38.24495542,37.2117848,36.17062719,35.10791367,34.04785643,32.87335173,31.61033797,30.41810003,29.19708029,28.21548045,27.43783784,26.89837937,26.80777703,26.70807453,26.38605442,25.77186618,25.02477323,24.6568415,24.77158755,24.82506049,931.9151611,530,NA,2014
Boesing2018SP,333a,-22.957719,-46.279791,8,8,25.44,terrestrial,100,100,94.68085106,77.90697674,64.1221374,56.16438356,49.59677419,45.56574924,42.02719407,38.13813814,33.61064892,29.70711297,27.46394231,26.99322564,26.93526483,25.83732057,25.76079264,26.61162274,27.52840909,27.95062998,27.75567517,27.54056362,26.95753798,26.74335011,26.44861365,26.5062088,26.40249964,26.6127964,26.97921821,27.46999077,27.61904762,28.09320309,28.63975512,29.30211616,29.65798877,29.6102432,29.36647099,29.19976889,29.01387172,28.85067992,1078.706909,528,NA,2014
