"datasetID","forestRemnantID","decimalLatitude","decimalLongitude","forestRemnantAreaInHectares","matrixType","timeSinceIsolationInYears","firstYearSurvey"
"Develey2004IBI","Ur",-23.61029841,-47.38572894,27,"terrestrial",NA,2000
"Develey2004TAP","Be",-23.90589359,-47.4732152,27,"terrestrial",NA,2000
"Develey2004TAP","Clau",-23.83429987,-47.44718073,127,"terrestrial",NA,2000
"Develey2004TAP","Jp",-23.84396823,-47.44878427,25,"terrestrial",NA,2000
"Develey2004TAP","Ma",-23.91836714,-47.45672297,90,"terrestrial",NA,2000
"Develey2004TAP","Me",-23.91549966,-47.47962431,126,"terrestrial",NA,2000
"Develey2004TAP","Nv",-23.90415124,-47.49092272,19,"terrestrial",NA,2000
"Develey2004TAP","Od",-23.87983498,-47.43905141,158,"terrestrial",NA,2000
"Develey2004TAP","Tb",-23.90132022,-47.47588194,21,"terrestrial",NA,2000
"Edwards2010","Site M1",4.666033333,118.1715833,1.5,"terrestrial",43,2008
"Edwards2010","Site S1",5.148066667,118.4338167,3.2,"terrestrial",43,2008
"Edwards2010","Site S2",5.138733333,118.4366,1,"terrestrial",43,2008
"Edwards2010","Site S3",5.14375,118.43875,87.1,"terrestrial",43,2008
"Edwards2010","Site S4",5.147633333,118.41325,9,"terrestrial",43,2008
"Edwards2010","Site S5",5.143333333,118.4164,54.5,"terrestrial",43,2008
"Edwards2010","Site S6",5.13805,118.41965,0.7,"terrestrial",43,2008
"Edwards2010","Site S7",5.137016667,118.4353667,12.2,"terrestrial",43,2008
"Edwards2010","Site S8",5.210183333,118.4444833,13.2,"terrestrial",43,2008
"Edwards2010","Sungang 1",4.709183333,118.0988667,4.5,"terrestrial",43,2008
"Edwards2010","Sungang 2",4.670716667,118.112,60,"terrestrial",43,2008
"Edwards2010","Tiger 1",4.421883333,117.8312333,6,"terrestrial",43,2008
"Feeley2003","Afuera",7.342722918,-62.8426811,0.2,"aquatic",32,2000
"Feeley2003","Alquila",7.204161295,-62.83515662,1.3,"aquatic",32,2000
"Feeley2003","Ambar",7.237654735,-62.81849513,8.3,"aquatic",32,2000
"Feeley2003","Baya",7.236920929,-62.82993435,0.6,"aquatic",32,2000
"Feeley2003","Bumeran",7.339364042,-62.84991199,0.7,"aquatic",32,2000
"Feeley2003","Chiquire",7.235942565,-62.83712502,0.3,"aquatic",32,2000
"Feeley2003","Chuta",7.227895084,-62.83258989,2.3,"aquatic",32,2000
"Feeley2003","Cola",7.234951823,-62.83605222,0.98,"aquatic",32,2000
"Feeley2003","Colon",7.247046555,-62.82773675,0.6,"aquatic",32,2000
"Feeley2003","Corral",7.335320424,-62.85653009,7.6,"aquatic",32,2000
"Feeley2003","Danto Machado",7.357336134,-62.87427555,189.8,"aquatic",32,2000
"Feeley2003","Densa",7.234634856,-62.85005036,0.6,"aquatic",32,2000
"Feeley2003","Galbilon",7.251197864,-62.84415733,2.6,"aquatic",32,2000
"Feeley2003","Grande",7.321655988,-62.84248014,88.1,"aquatic",32,2000
"Feeley2003","Iguana",7.238658035,-62.83808693,0.7,"aquatic",32,2000
"Feeley2003","Lomo",7.333074459,-62.83966752,11.4,"aquatic",32,2000
"Feeley2003","Matajei",7.204863225,-62.83401698,0.83,"aquatic",32,2000
"Feeley2003","Miedo",7.29440454,-62.82078493,0.6,"aquatic",32,2000
"Feeley2003","Palizada",7.313349036,-62.86060045,1.1,"aquatic",32,2000
"Feeley2003","Paloma",7.202017374,-62.83130579,0.6,"aquatic",32,2000
"Feeley2003","Panorama",7.342156374,-62.84797468,10.2,"aquatic",32,2000
"Feeley2003","Perimetro",7.356032925,-62.86446357,1.5,"aquatic",32,2000
"Feeley2003","Reinita",7.245813121,-62.82860422,0.2,"aquatic",32,2000
"Feeley2003","Rocas",7.27784784,-62.83695324,0.6,"aquatic",32,2000
"Feeley2003","Soletario",7.333976305,-62.85346766,2.44,"aquatic",32,2000
"Feeley2003","Sombrero",7.367750582,-62.85420141,21.4,"aquatic",32,2000
"Feeley2003","Sudor",7.353941828,-62.86255546,0.6,"aquatic",32,2000
"Feeley2003","Triangulo",7.354639065,-62.85969369,2.3,"aquatic",32,2000
"Feeley2003","Tucucito",7.226160122,-62.83181583,1.52,"aquatic",32,2000
"Gillespie2001","Chacocente",11.52975,-86.167497,1500,"terrestrial",NA,1994
"Gillespie2001","Cosiguina",13.003689,-87.575628,5132,"terrestrial",NA,1994
"Gillespie2001","La Flor",11.112961,-85.773556,449,"terrestrial",NA,1994
"Gillespie2001","Masaya",12.002378,-86.156639,1300,"terrestrial",NA,1994
"Gillespie2001","Ometepe",11.582039,-85.597542,420,"terrestrial",NA,1994
"Gillespie2001","Palo Verde",10.345311,-85.331161,1646,"terrestrial",NA,1994
"Gillespie2001","Santa Rosa",10.839379,-85.61355,3556,"terrestrial",NA,1994
"Hatfield2020","f1",-23.203034,-45.371741,11.2,"terrestrial",NA,2015
"Hatfield2020","f10",-23.284673,-45.1764,50.9,"terrestrial",NA,2015
"Hatfield2020","f11",-23.329838,-45.176459,2094.7,"terrestrial",NA,2015
"Hatfield2020","f12",-23.329827,-45.186241,49.4,"terrestrial",NA,2015
"Hatfield2020","f14",-23.389917,-46.008329,72.1,"terrestrial",NA,2015
"Hatfield2020","f15",-23.399197,-45.969256,20,"terrestrial",NA,2015
"Hatfield2020","f16",-23.212214,-45.303355,5.4,"terrestrial",NA,2015
"Hatfield2020","f17",-23.220586,-45.547714,56.9,"terrestrial",NA,2015
"Hatfield2020","f18",-23.274713,-45.56749,7.9,"terrestrial",NA,2015
"Hatfield2020","f19",-23.320258,-45.450314,33.8,"terrestrial",NA,2015
"Hatfield2020","f2",-23.221301,-45.274054,211.7,"terrestrial",NA,2015
"Hatfield2020","f20",-23.356209,-45.509136,8.2,"terrestrial",NA,2015
"Hatfield2020","f21",-23.527624,-45.568569,13.2,"terrestrial",NA,2015
"Hatfield2020","f22",-23.508673,-45.774172,22.3,"terrestrial",NA,2015
"Hatfield2020","f23",-23.310541,-45.645882,165.8,"terrestrial",NA,2015
"Hatfield2020","f24",-23.527694,-45.548977,5.8,"terrestrial",NA,2015
"Hatfield2020","f25",-23.544652,-45.803773,14.7,"terrestrial",NA,2015
"Hatfield2020","f26",-23.472734,-45.734795,84.1,"terrestrial",NA,2015
"Hatfield2020","f27",-23.490978,-45.695724,19.6,"terrestrial",NA,2015
"Hatfield2020","f28",-23.203352,-45.195838,945.9,"terrestrial",NA,2015
"Hatfield2020","f29",-23.265913,-45.499015,12.8,"terrestrial",NA,2015
"Hatfield2020","f3",-23.275548,-45.244832,17.5,"terrestrial",NA,2015
"Hatfield2020","f30",-23.284181,-45.430636,15.2,"terrestrial",NA,2015
"Hatfield2020","f31",-23.103159,-45.547237,404.6,"terrestrial",NA,2015
"Hatfield2020","f32",-23.545082,-45.715602,15.4,"terrestrial",NA,2015
"Hatfield2020","f33",-23.401943,-45.284212,4.5,"terrestrial",NA,2015
"Hatfield2020","f34",-23.139543,-45.469243,18.2,"terrestrial",NA,2015
"Hatfield2020","f35",-23.563527,-45.627515,69.6,"terrestrial",NA,2015
"Hatfield2020","f4",-23.103998,-45.185928,78.8,"terrestrial",NA,2015
"Hatfield2020","f5",-23.257482,-45.244799,181.2,"terrestrial",NA,2015
"Hatfield2020","f6",-23.16667,-45.459568,38.3,"terrestrial",NA,2015
"Hatfield2020","f7",-23.184819,-45.430317,18.1,"terrestrial",NA,2015
"Hatfield2020","f8",-23.112088,-45.57657,61.3,"terrestrial",NA,2015
"Hatfield2020","f9",-23.148813,-45.38136,103.4,"terrestrial",NA,2015
"Henriques2021","Ailton",-4.351667,-49.586944,14.74,"aquatic",21,2005
"Henriques2021","Cornelio",-4.2875,-49.468056,178.27,"aquatic",21,2005
"Henriques2021","Divisa",-4.206111111,-49.50111111,2551.45,"aquatic",21,2005
"Henriques2021","Duca",-4.286389,-49.506944,11.02,"aquatic",21,2005
"Henriques2021","Guariba",-4.1775,-49.544444,19.5,"aquatic",21,2005
"Henriques2021","Joao-do-Bo",-4.3079,-49.4944,18.59,"aquatic",21,2005
"Henriques2021","Juarez",-4.274722,-49.515556,91.55,"aquatic",21,2005
"Henriques2021","Lobao",-4.306111,-49.627222,17.09,"aquatic",21,2005
"Henriques2021","Lucyana",-4.169167,-49.563056,98.23,"aquatic",21,2005
"Henriques2021","Marcelo",-4.154722,-49.545833,342.43,"aquatic",21,2005
"Henriques2021","Nivia_B3",-4.293889,-49.623611,18.3,"aquatic",21,2005
"Henriques2021","Panema",-4.175833,-49.551389,5.4,"aquatic",21,2005
"Henriques2021","Pedral",-4.378888889,-49.59194444,1823.35,"aquatic",21,2005
"Henriques2021","Prefeito",-4.330833,-49.626389,198.66,"aquatic",21,2005
"Henriques2021","Sidnei",-4.346389,-49.625556,34.62,"aquatic",21,2005
"Henriques2021","Soro",-4.3086,-49.6199,7.31,"aquatic",21,2005
"Henriques2021","Tamarindo",-4.269167,-49.663611,232.74,"aquatic",21,2005
"Henriques2021","Tiago_B3",-4.2555,-49.6318,73.81,"aquatic",21,2005
"Holbech2005","Ankasa",5.253053,-2.603686,34870,"terrestrial",NA,1993
"Holbech2005","Boin",5.740116,-2.941326,27770,"terrestrial",NA,1993
"Holbech2005","Bura",5.828244,-2.299964,10310,"terrestrial",NA,1993
"Holbech2005","Cape Three Point",4.828868,-2.047281,5100,"terrestrial",NA,1993
"Holbech2005","Dadiaso",5.986165,-3.024482,17120,"terrestrial",NA,1993
"Holbech2005","Disue",5.900614,-2.979119,2360,"terrestrial",NA,1993
"Holbech2005","Draw",5.206966,-2.343902,23500,"terrestrial",NA,1993
"Holbech2005","Ebi",5.102371,-2.37287,2590,"terrestrial",NA,1993
"Holbech2005","Fure",5.3888,-2.267661,15820,"terrestrial",NA,1993
"Holbech2005","Jema-Assemkrom",5.443597,-2.731199,6600,"terrestrial",NA,1993
"Holbech2005","Mamiri",5.665789,-2.386691,4530,"terrestrial",NA,1993
"Holbech2005","Neung North",5.221018,-2.067219,4500,"terrestrial",NA,1993
"Holbech2005","Subri",5.293157,-1.741479,58790,"terrestrial",NA,1993
"Holbech2005","Tano Nimri",5.631341,-2.617538,20590,"terrestrial",NA,1993
"Holbech2005","Yoyo",5.929259,-2.806997,23570,"terrestrial",NA,1993
"Irving2018","IS05",9.134963,98.614524,9.8,"aquatic",30,2016
"Irving2018","IS06",9.147782,98.621565,49.8,"aquatic",30,2016
"Irving2018","IS07",9.125912,98.630154,1.5,"aquatic",30,2016
"Irving2018","IS39",9.147417,98.634701,0.8,"aquatic",30,2016
"Irving2018","IS41",9.132788,98.602234,0.8,"aquatic",30,2016
"Irving2018","ISX01",9.126772,98.619003,20.8,"aquatic",30,2016
"Irving2018","ISX02",9.148764,98.613428,8.2,"aquatic",30,2016
"Irving2018","ISX03",9.082116,98.656424,19.9,"aquatic",30,2016
"Irving2018","ISX04",9.042945,98.653713,20.9,"aquatic",30,2016
"Irving2018","ISY01",9.166605,98.611407,12.5,"aquatic",30,2016
"Irving2018","ISY02",9.14571,98.62875,14.3,"aquatic",30,2016
"Irving2018","ISY05",9.074364,98.568541,14.8,"aquatic",30,2016
"Irving2018","ISY06",9.062383,98.622297,43.6,"aquatic",30,2016
"Irving2018","ISY07",9.135229,98.666652,35.4,"aquatic",30,2016
"Irving2018","ISY08",9.134511,98.674047,11.8,"aquatic",30,2016
"Irving2018","ISY09",9.130434,98.674604,6.1,"aquatic",30,2016
"Irving2018","ISY10",9.128603,98.668328,1.8,"aquatic",30,2016
"Irving2018","ISY11",9.110775,98.626758,19.1,"aquatic",30,2016
"Irving2018","ISY12",9.081827,98.604726,9.3,"aquatic",30,2016
"Irving2018","ISY14",9.128988,98.632277,4.1,"aquatic",30,2016
"Irving2018","ISY15",9.072106,98.589533,2.7,"aquatic",30,2016
"Irving2018","ISY16",9.099869,98.635581,9.1,"aquatic",30,2016
"Irving2018","ISY17",9.154316,98.635796,0.8,"aquatic",30,2016
"Jensen2005","CH",-9.956138,39.445869,600,"terrestrial",NA,1993
"Jensen2005","KI",-8.330962,39.180025,600,"terrestrial",NA,2001
"Jensen2005","LI",-10.030307,39.492255,400,"terrestrial",NA,1989
"Jensen2005","MA",-8.151356,38.782113,2200,"terrestrial",NA,1990
"Jensen2005","MB",-9.488838,39.245968,500,"terrestrial",NA,1993
"Jensen2005","MK",-10.299437,39.477467,600,"terrestrial",NA,1990
"Jensen2005","MT",-9.021351,39.166234,300,"terrestrial",NA,2001
"Jensen2005","ND",-9.602656,39.637713,1400,"terrestrial",NA,1996
"Jensen2005","RL",-9.73795,39.544803,600,"terrestrial",NA,2001
"Jensen2005","RO",-10.115076,39.18896,2500,"terrestrial",NA,1988
"Jensen2005","RU",-9.384253,39.325233,1000,"terrestrial",NA,1993
"Jensen2020","Iwonde",-7.941067,36.629705,110,"terrestrial",150,1981
"Jensen2020","Iyondo",-8.026966,36.132148,2300,"terrestrial",150,1981
"Jensen2020","Kiranzi-Kitungulu",-8.12607,36.063284,440,"terrestrial",150,1981
"Jensen2020","Kisinga-Rugaro",-7.805292,35.983662,940,"terrestrial",150,1981
"Jensen2020","Kitemele",-8.166727,36.038002,120,"terrestrial",150,1981
"Jensen2020","Mwanihana",-7.794822,36.875065,6940,"terrestrial",150,1981
"Jensen2020","Ndundulu-Luhombero",-7.75582,36.567358,16110,"terrestrial",150,1981
"Jensen2020","Nyumbanitu",-7.832028,36.375128,2790,"terrestrial",150,1981
"Jensen2020","Ukami",-7.888505,36.406777,500,"terrestrial",150,1981
"Jensen2020","Ulongambi",-8.058763,35.918063,1600,"terrestrial",150,1981
"Jensen2020","Uzungwa Scarp",-8.417313,35.961941,7500,"terrestrial",150,1981
"Jyothi2015","Bagavathy Kavu",12.2644,75.13661111,1.92,"terrestrial",NA,2012
"Jyothi2015","Cheemeni Kavu",12.23908333,75.23908333,4,"terrestrial",NA,2012
"Jyothi2015","Edapara Kavu",11.98783333,75.33852778,2.8,"terrestrial",NA,2012
"Jyothi2015","Edayilakadu",12.13631111,75.15663333,6.4,"terrestrial",NA,2012
"Jyothi2015","Iriveri Kavu",11.86025,75.47761111,2.12,"terrestrial",NA,2012
"Jyothi2015","Kammadam Kavu",12.31138889,75.3155,24.4,"terrestrial",NA,2012
"Jyothi2015","Karakka Kavu",12.1895,75.16688889,3.05,"terrestrial",NA,2012
"Jyothi2015","Kudakolangara Kavu",12.19607778,75.21756667,3.4,"terrestrial",NA,2012
"Jyothi2015","Madayi Kavu",12.03325,75.26291667,1.6,"terrestrial",NA,2012
"Jyothi2015","Mannanpurath Kavu",12.25766667,75.13316667,2.8,"terrestrial",NA,2012
"Jyothi2015","Mapetachery Kavu",12.20119444,75.17688889,4,"terrestrial",NA,2012
"Jyothi2015","Neeliyar Kavu",11.98405556,75.36475,8.07,"terrestrial",NA,2012
"Jyothi2015","Poongotu Kavu",11.92075,75.61636111,14.6,"terrestrial",NA,2012
"Jyothi2015","Thazhe Kavu",11.96516667,75.29847222,7.52,"terrestrial",NA,2012
"Jyothi2015","Verikkara Kavu",12.18572222,75.22666667,4.4,"terrestrial",NA,2012
"Kormann2018","B",8.737662333,-82.98141033,1.23,"terrestrial",41,2011
"Kormann2018","C",8.742279,-82.96891667,1.67,"terrestrial",41,2011
"Kormann2018","D",8.777991833,-82.97916767,111.22,"terrestrial",41,2011
"Kormann2018","E",8.817876667,-82.98570167,1.41,"terrestrial",41,2011
"Kormann2018","f1",8.824353,-82.98618433,80,"terrestrial",41,2011
"Kormann2018","f10",8.761902,-82.965087,3.75,"terrestrial",41,2011
"Kormann2018","f12",8.7935782,-82.9263768,35.65,"terrestrial",41,2011
"Kormann2018","f13",8.783321667,-82.93243717,88,"terrestrial",41,2011
"Kormann2018","f15",8.788047,-83.02091467,5,"terrestrial",41,2011
"Kormann2018","f17",8.776258333,-83.00439,1.448,"terrestrial",41,2011
"Kormann2018","f19",8.785446667,-82.95427633,95,"terrestrial",41,2011
"Kormann2018","f2",8.817864833,-82.95285317,40,"terrestrial",41,2011
"Kormann2018","f20",8.801844667,-82.96510933,40.9,"terrestrial",41,2011
"Kormann2018","f21",8.800207,-82.96608967,2.6,"terrestrial",41,2011
"Kormann2018","f22",8.805319333,-82.97135,1.7,"terrestrial",41,2011
"Kormann2018","f24",8.794469667,-82.98122967,20.3,"terrestrial",41,2011
"Kormann2018","f25",8.780852333,-83.000921,358,"terrestrial",41,2011
"Kormann2018","f26",8.781745667,-83.00384767,3.47,"terrestrial",41,2011
"Kormann2018","f3",8.821125667,-82.97833033,48,"terrestrial",41,2011
"Kormann2018","f30",8.778447667,-83.00092433,0.98,"terrestrial",41,2011
"Kormann2018","f33",8.786001833,-82.96540317,364.6,"terrestrial",41,2011
"Kormann2018","f34",8.760336833,-82.92659617,84,"terrestrial",41,2011
"Kormann2018","f35",8.787538,-83.00570683,320,"terrestrial",41,2011
"Kormann2018","f36",8.736783167,-82.92730033,67,"terrestrial",41,2011
"Kormann2018","f37",8.832149333,-82.8944575,46.1,"terrestrial",41,2011
"Kormann2018","f39",8.827711833,-82.92074567,61,"terrestrial",41,2011
"Kormann2018","f40",8.830106333,-82.93536233,89,"terrestrial",41,2011
"Kormann2018","f43",8.860253667,-82.9258845,126,"terrestrial",41,2011
"Kormann2018","f47",8.766784333,-82.957223,2.43,"terrestrial",41,2011
"Kormann2018","f49",8.824649667,-82.94908833,4.6,"terrestrial",41,2011
"Kormann2018","f5",8.769443667,-82.96791233,3.8,"terrestrial",41,2011
"Kormann2018","f50",8.763178333,-82.921695,3.1,"terrestrial",41,2011
"Kormann2018","f52",8.787104667,-82.99937133,1.92,"terrestrial",41,2011
"Kormann2018","f53",8.770527,-83.036562,1089,"terrestrial",41,2011
"Kormann2018","f54",8.794141167,-82.99629283,320,"terrestrial",41,2011
"Kormann2018","f55",8.787283,-82.99233817,38.65,"terrestrial",41,2011
"Kormann2018","f57",8.722329667,-82.92330667,132,"terrestrial",41,2011
"Kormann2018","f6",8.788907667,-82.942608,1.136,"terrestrial",41,2011
"Kormann2018","f60",8.71153,-82.94538433,1.6,"terrestrial",41,2011
"Kormann2018","f62",8.698369667,-82.96195133,0.9,"terrestrial",41,2011
"Kormann2018","f63",8.7094015,-82.97170567,1035,"terrestrial",41,2011
"Kormann2018","f7",8.790248667,-82.93783833,3.3,"terrestrial",41,2011
"Kormann2018","f8",8.784558333,-82.93556467,1.26,"terrestrial",41,2011
"Kormann2018","f9",8.774819667,-82.95361667,4.5,"terrestrial",41,2011
"Kormann2018","G",8.723008,-82.94442467,24,"terrestrial",41,2011
"Kormann2018","H",8.831076333,-82.98200067,2.1,"terrestrial",41,2011
"Kormann2018","I",8.830903,-83.004833,2.21,"terrestrial",41,2011
"Kormann2018","J",8.71505,-82.95302217,189,"terrestrial",41,2011
"Kormann2018","K",8.749648833,-82.97836633,27.5,"terrestrial",41,2011
"Krugel2000","Horto_Florestal",-23.435213,-51.966496,37.2,"terrestrial",51,1994
"Krugel2000","Parque_das_Perobas",-23.488455,-51.999595,26.3,"terrestrial",51,1994
"Krugel2000","Parque_do_Inga",-23.427116,-51.93123,47.3,"terrestrial",51,1994
"Krugel2000","Parque_dos_Pioneiros",-23.431321,-51.945204,59,"terrestrial",51,1994
"Krugel2000","Recanto_Borba_Gato",-23.454396,-51.964888,7.6,"terrestrial",51,1994
"Lasky2010","Achotines",7.415028889,-80.16728611,95,"terrestrial",20,2005
"Lasky2010","Bosque Comun",7.748947778,-80.55630778,132,"terrestrial",20,2005
"Lasky2010","Cenegon de Mangle",8.078705555,-80.52579778,237,"terrestrial",20,2005
"Lasky2010","Cerro Cercao",8.002195556,-80.70672667,80,"terrestrial",20,2005
"Lasky2010","Cerro Zuela",8.350754444,-80.46821167,1115,"terrestrial",20,2005
"Lees2008","f1",-9.972647,-55.68439,1.08,"terrestrial",10,2004
"Lees2008","f10",-9.855402,-55.985253,15.48,"terrestrial",10,2004
"Lees2008","f11",-9.875689,-56.057702,18.72,"terrestrial",10,2004
"Lees2008","f12",-9.868895,-55.901688,21.51,"terrestrial",10,2004
"Lees2008","f13",-9.66325,-56.296913,24.3,"terrestrial",10,2004
"Lees2008","f14",-9.944476,-55.926329,25.74,"terrestrial",10,2004
"Lees2008","f15",-9.972671,-55.681416,26.28,"terrestrial",10,2004
"Lees2008","f16",-9.746246,-56.209621,33.0975,"terrestrial",10,2004
"Lees2008","f17",-9.823838,-55.931352,38.16,"terrestrial",10,2004
"Lees2008","f18",-9.767112,-56.191,44.64,"terrestrial",10,2004
"Lees2008","f19",-9.867314,-56.189489,54.09,"terrestrial",10,2004
"Lees2008","f2",-9.74928,-56.029015,2.43,"terrestrial",10,2004
"Lees2008","f20",-9.893411,-56.279374,86.85,"terrestrial",10,2004
"Lees2008","f21",-9.770056,-56.196846,125.37,"terrestrial",10,2004
"Lees2008","f22",-9.801918,-55.923007,111.96,"terrestrial",10,2004
"Lees2008","f23",-9.752535,-55.970433,98.19,"terrestrial",10,2004
"Lees2008","f24",-9.885,-56.099264,243,"terrestrial",10,2004
"Lees2008","f25",-9.976621,-56.083085,254.07,"terrestrial",10,2004
"Lees2008","f26",-9.955309,-56.058332,787.23,"terrestrial",10,2004
"Lees2008","f27",-9.895577,-55.995783,899.82,"terrestrial",10,2004
"Lees2008","f28",-9.930357,-56.227253,1763.4825,"terrestrial",10,2004
"Lees2008","f29",-9.877374,-56.308931,11033.91,"terrestrial",10,2004
"Lees2008","f3",-9.906779,-56.044334,4.14,"terrestrial",10,2004
"Lees2008","f30",-9.668335,-55.97131,14476.14,"terrestrial",10,2004
"Lees2008","f4",-9.908489,-56.05428,4.32,"terrestrial",10,2004
"Lees2008","f5",-9.840801,-56.004776,4.68,"terrestrial",10,2004
"Lees2008","f6",-9.775342,-56.051231,5.04,"terrestrial",10,2004
"Lees2008","f7",-9.945851,-56.108274,6.57,"terrestrial",10,2004
"Lees2008","f8",-9.839753,-56.005034,7.2,"terrestrial",10,2004
"Lees2008","f9",-9.783184,-56.035454,14.85,"terrestrial",10,2004
"Luypaert2022","10_626",-1.75309,-59.39003,8.78,"aquatic",28,2015
"Luypaert2022","10_709",-1.80791,-59.46624,5.43,"aquatic",28,2015
"Luypaert2022","11_497",-1.81756,-59.48498,3.53,"aquatic",28,2015
"Luypaert2022","12_28",-1.85177,-59.4038,8.42,"aquatic",28,2015
"Luypaert2022","12_9",-1.5057,-59.79838,11.96,"aquatic",28,2015
"Luypaert2022","14_7",-1.5037,-59.81908,13.22,"aquatic",28,2015
"Luypaert2022","15_188",-1.55566,-59.72653,1.81,"aquatic",28,2015
"Luypaert2022","17_697",-1.44519,-59.8948,17.57,"aquatic",28,2015
"Luypaert2022","185_358",-1.53759,-59.71342,171.73,"aquatic",28,2015
"Luypaert2022","2_258",-1.85392,-59.38668,0.72,"aquatic",28,2015
"Luypaert2022","2_333",-1.83704,-59.46564,0.63,"aquatic",28,2015
"Luypaert2022","2_771",-1.82046,-59.44777,0.45,"aquatic",28,2015
"Luypaert2022","2_794",-1.86325,-59.39397,0.91,"aquatic",28,2015
"Luypaert2022","2_87",-1.7457,-59.40742,1.45,"aquatic",28,2015
"Luypaert2022","235_234",-1.46213,-59.82167,230.7,"aquatic",28,2015
"Luypaert2022","3_207",-1.72327,-59.48347,1.99,"aquatic",28,2015
"Luypaert2022","3_311",-1.87406,-59.41093,1.36,"aquatic",28,2015
"Luypaert2022","3_592",-1.56818,-59.69274,2.08,"aquatic",28,2015
"Luypaert2022","33_793",-1.53047,-59.7877,29.62,"aquatic",28,2015
"Luypaert2022","37_028",-1.77863,-59.38195,32.78,"aquatic",28,2015
"Luypaert2022","37_7",-1.5103,-59.79834,39.67,"aquatic",28,2015
"Luypaert2022","37_9",-1.51042,-59.79091,35.6,"aquatic",28,2015
"Luypaert2022","4_746",-1.54811,-59.73888,2.26,"aquatic",28,2015
"Luypaert2022","43_792",-1.74108,-59.47684,38.94,"aquatic",28,2015
"Luypaert2022","44_174",-1.766,-59.48114,39.12,"aquatic",28,2015
"Luypaert2022","44_21",-1.39329,-59.76564,35.87,"aquatic",28,2015
"Luypaert2022","49_62",-1.41927,-59.80871,39.94,"aquatic",28,2015
"Luypaert2022","5_708",-1.57007,-59.71667,3.53,"aquatic",28,2015
"Luypaert2022","54_544_A",-1.85419,-59.36694,17.66,"aquatic",28,2015
"Luypaert2022","54_544_B",-1.85262,-59.36253,22.01,"aquatic",28,2015
"Luypaert2022","54_8",-1.50843,-59.80678,52.71,"aquatic",28,2015
"Luypaert2022","7_335",-1.8555,-59.4506,4.17,"aquatic",28,2015
"Luypaert2022","8_042",-1.54737,-59.85917,6.88,"aquatic",28,2015
"Luypaert2022","8_672",-1.3854,-59.81981,8.15,"aquatic",28,2015
"Luypaert2022","Abandonada_left",-1.39418,-59.78186,8.15,"aquatic",28,2015
"Luypaert2022","Abandonada_right",-1.39513,-59.77795,0.45,"aquatic",28,2015
"Luypaert2022","Abusado",-1.76217,-59.67862,13.31,"aquatic",28,2015
"Luypaert2022","Adeus",-1.87777,-59.65244,50.08,"aquatic",28,2015
"Luypaert2022","Aline",-1.54838,-59.75128,2.08,"aquatic",28,2015
"Luypaert2022","Andre",-1.58462,-59.87211,2.08,"aquatic",28,2015
"Luypaert2022","Arrepiado",-1.51483,-59.73933,7.43,"aquatic",28,2015
"Luypaert2022","Bacaba",-1.50392,-59.82269,53.35,"aquatic",28,2015
"Luypaert2022","Beco_do_Catitu",-1.75116,-59.70799,638.66,"aquatic",28,2015
"Luypaert2022","Cafundo",-1.50063,-59.61043,2.63,"aquatic",28,2015
"Luypaert2022","Cipoal",-1.70606,-59.78051,217.63,"aquatic",28,2015
"Luypaert2022","Coata",-1.48819,-59.7872,16.94,"aquatic",28,2015
"Luypaert2022","Formiga",-1.83339,-59.42093,1.54,"aquatic",28,2015
"Luypaert2022","Furo_de_Santa_Luzia",-1.74154,-59.43596,198.52,"aquatic",28,2015
"Luypaert2022","Fuzaca",-1.50833,-59.86697,941.71,"aquatic",28,2015
"Luypaert2022","Garrafa",-1.58863,-59.83535,9.42,"aquatic",28,2015
"Luypaert2022","Gaviao_real",-1.61868,-59.62579,1698.84,"aquatic",28,2015
"Luypaert2022","Jabuti",-1.6291,-59.75201,232.49,"aquatic",28,2015
"Luypaert2022","Jiquitaia",-1.83569,-59.59577,6.79,"aquatic",28,2015
"Luypaert2022","Joaninha",-1.52243,-59.82888,0.63,"aquatic",28,2015
"Luypaert2022","Louzivaldo",-1.84696,-59.44032,1.27,"aquatic",28,2015
"Luypaert2022","Martelo",-1.67561,-59.71948,466.6,"aquatic",28,2015
"Luypaert2022","Mascote",-1.65936,-59.83546,668.03,"aquatic",28,2015
"Luypaert2022","Moita",-1.55994,-59.89244,91.3,"aquatic",28,2015
"Luypaert2022","Neto",-1.84167,-59.35206,32.87,"aquatic",28,2015
"Luypaert2022","Palhal",-1.79071,-59.44785,21.37,"aquatic",28,2015
"Luypaert2022","Panema",-1.7745,-59.69236,3.08,"aquatic",28,2015
"Luypaert2022","Pe_Torto",-1.76671,-59.36338,4.98,"aquatic",28,2015
"Luypaert2022","Piquia",-1.50662,-59.78885,13.04,"aquatic",28,2015
"Luypaert2022","Pontal",-1.83312,-59.68418,108.76,"aquatic",28,2015
"Luypaert2022","Porto_Seguro",-1.7943,-59.51287,1350.56,"aquatic",28,2015
"Luypaert2022","Relogio",-1.67476,-59.64798,70.55,"aquatic",28,2015
"Luypaert2022","Sapupara",-1.69722,-59.61253,77.8,"aquatic",28,2015
"Luypaert2022","Torem",-1.82943,-59.63267,3.62,"aquatic",28,2015
"Luypaert2022","Tristeza",-1.76716,-59.75429,499.91,"aquatic",28,2015
"Luypaert2022","Tucumari",-1.60038,-59.44716,336.02,"aquatic",28,2015
